Todas as mensagens de registro de eventos.
Data:	2000-01-01 06:57:53
Nome do sistema:	System1
Nome do controlador:	192.168.133.1
ID do controlador
	24-53319

RobotWare:	5.14.1032
Chave:	.csNpds3aus-s6MyUXs-s9
Opções:	
	RW Control module key
	RobotWare OS and English
	644-6 Portuguese
		645-3 Spanish
		709-x DeviceNet
			709-1 Master/Slave Single
			608-1 World Zones
			609-1 Fixed Position Events
			611-1 Path Recovery
			613-1 Collision Detection
			617-1 FlexPendant Interface
			620-1 File and Serial Channel Handling
			621-1 Logical Cross Connections
			622-1 Analog Signal Interrupt

DriveModule1
Chave:	LlVbY.0SGVirW
Opções:	
	RW Drive module 1 key
	ABB standard manipulator
		IRB 4400 Type B
			4400/45 Type B
			Add axes IRB/drive module 4400/940
				R2C2 Standard
					No drive in pos Y2



Comum mensagens de registro
SeqNo     	Tipo	Categoria           	Código  	Título                                  	Data                	Descrição	Argumentos
1639380   	W   	Movimento           	50240   	Alteração na Excelente Parada de Emergência	2000-01-01 05:10:24 	A Excelente Parada de Emergência mudou para o modo de Freio elétrico devido à limitação de torque.	{args: }
1639395   	E   	Movimento           	50030   	Robô fora de seus limites               	2000-01-01 05:11:04 	A manobra foi realizada na direção errada quando o paralelograma estava fora da faixa de trabalho do robô ROB_1. 	{args: "ROB_1"}
1639429   	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2000-01-01 05:14:39 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rPecaBoa/MoveJ/616	{args: "T_ROB1", "/Injetora/rPecaBoa/MoveJ/616"}
1639430   	E   	Movimento           	50056   	Colisão de junta                        	2000-01-01 06:02:17 	O torque efetivo na junta rob1_1 é superior ao solicitado enquanto estiver em velocidade baixa ou nula. Pode ter sido causado por erro de obstrução (o braço ficou preso) ou erro de hardware.	{args: "rob1_1"}
1639455   	W   	Movimento           	50024   	Falha na trajetória com ângulo          	2000-01-01 06:14:21 	Tarefa: T_ROB1Trajetória com ângulo executada como ponto de parada por algum dos motivos a seguir:- Retardo de tempo.- Pontos com programação muito próxima.- Sistema exige alta carga de CPU.Ref. do Programa /Injetora/rPecaBoa/MoveJ/616	{args: "T_ROB1", "/Injetora/rPecaBoa/MoveJ/616"}
1639456   	E   	Movimento           	50056   	Colisão de junta                        	2000-01-01 06:21:32 	O torque efetivo na junta rob1_1 é superior ao solicitado enquanto estiver em velocidade baixa ou nula. Pode ter sido causado por erro de obstrução (o braço ficou preso) ou erro de hardware.	{args: "rob1_1"}

Interno mensagens de registro
SeqNo     	Tipo	Categoria           	Código  	Título                                  	Data                	Descrição	Argumentos
1457014   	E   	Interno             	100000  	Erro interno                            	2000-01-01 08:17:46 	Hpjts.c 3988 HPJTS: Jogvector timeout, vector set to zero.	{args: "Hpjts.c 3988 HPJTS: Jogvector timeout, vector set to zero."}
1460918   	E   	Interno             	100000  	Erro interno                            	2000-01-01 01:35:52 	Hpjts.c 3988 HPJTS: Jogvector timeout, vector set to zero.	{args: "Hpjts.c 3988 HPJTS: Jogvector timeout, vector set to zero."}
1586573   	E   	Interno             	100000  	Erro interno                            	2000-01-03 11:25:31 	Servo.c 2114 Control on timeout.	{args: "Servo.c 2114 Control on timeout."}
1586585   	E   	Interno             	100000  	Erro interno                            	2000-01-03 11:25:45 	Hpjts.c 3988 HPJTS: Jogvector timeout, vector set to zero.	{args: "Hpjts.c 3988 HPJTS: Jogvector timeout, vector set to zero."}
1586587   	E   	Interno             	100000  	Erro interno                            	2000-01-03 11:25:49 	Servo.c 2114 Control on timeout.	{args: "Servo.c 2114 Control on timeout."}
1591990   	E   	Interno             	100000  	Erro interno                            	2000-01-03 00:44:39 	Hpjts.c 3988 HPJTS: Jogvector timeout, vector set to zero.	{args: "Hpjts.c 3988 HPJTS: Jogvector timeout, vector set to zero."}
1592017   	E   	Interno             	100000  	Erro interno                            	2000-01-03 00:50:03 	Hpjts.c 3988 HPJTS: Jogvector timeout, vector set to zero.	{args: "Hpjts.c 3988 HPJTS: Jogvector timeout, vector set to zero."}
1621067   	E   	Interno             	100000  	Erro interno                            	2000-01-19 13:50:27 	Master.c 1466 master_request_control: Resource 1 instance 0 requested by internal client 3 held by local client 25 ( with  on FlexPendant)	{args: "Master.c 1466 master_request_control: Resource 1 instance 0 requested by internal client 3 held by local client 25 ( with  on FlexPendant)"}
1621068   	E   	Interno             	100000  	Erro interno                            	2000-01-19 13:50:27 	Cabts.c 10424 Regain on path: master_request_control returnd -2	{args: "Cabts.c 10424 Regain on path: master_request_control returnd -2"}
1621069   	E   	Interno             	100000  	Erro interno                            	2000-01-19 13:50:27 	Cabts.c 9535  An order_regain_to_path failed -2 	{args: "Cabts.c 9535  An order_regain_to_path failed -2 "}
1634060   	E   	Interno             	100000  	Erro interno                            	2000-01-01 00:00:07 	Fpgar11.c 1146 fpgar11_start_fpga status: -1 internal error: 0x8	{args: "Fpgar11.c 1146 fpgar11_start_fpga status: -1 internal error: 0x8"}
1634063   	E   	Interno             	100000  	Erro interno                            	2000-01-01 00:00:19 	Runchn.c 1867 Couldn't  perform 'sys_get_stored_object (ipol)', errorcode: -1	{args: "Runchn.c 1867 Couldn't  perform 'sys_get_stored_object (ipol)', errorcode: -1"}
1634064   	E   	Interno             	100000  	Erro interno                            	2000-01-01 00:00:19 	Safevtts.c 183 Couldn't activate runchn object, status = -5	{args: "Safevtts.c 183 Couldn't activate runchn object, status = -5"}
1634066   	E   	Interno             	100000  	Erro interno                            	2000-01-01 00:00:19 	Puscfg.c 3737 Couldn't get the stored mecmap object	{args: "Puscfg.c 3737 Couldn't get the stored mecmap object"}
1634067   	E   	Interno             	100000  	Erro interno                            	2000-01-01 00:00:19 	Puscfg.c 639 Couldn't puscfg_get_cfg_suppress_elog	{args: "Puscfg.c 639 Couldn't puscfg_get_cfg_suppress_elog"}
1634071   	E   	Interno             	100000  	Erro interno                            	2000-01-01 00:03:11 	Fpgar11.c 1146 fpgar11_start_fpga status: -1 internal error: 0x8	{args: "Fpgar11.c 1146 fpgar11_start_fpga status: -1 internal error: 0x8"}
1634074   	E   	Interno             	100000  	Erro interno                            	2000-01-01 00:03:23 	Runchn.c 1867 Couldn't  perform 'sys_get_stored_object (ipol)', errorcode: -1	{args: "Runchn.c 1867 Couldn't  perform 'sys_get_stored_object (ipol)', errorcode: -1"}
1634075   	E   	Interno             	100000  	Erro interno                            	2000-01-01 00:03:23 	Safevtts.c 183 Couldn't activate runchn object, status = -5	{args: "Safevtts.c 183 Couldn't activate runchn object, status = -5"}
1634076   	E   	Interno             	100000  	Erro interno                            	2000-01-01 00:03:23 	Puscfg.c 3737 Couldn't get the stored mecmap object	{args: "Puscfg.c 3737 Couldn't get the stored mecmap object"}
1634077   	E   	Interno             	100000  	Erro interno                            	2000-01-01 00:03:23 	Puscfg.c 639 Couldn't puscfg_get_cfg_suppress_elog	{args: "Puscfg.c 639 Couldn't puscfg_get_cfg_suppress_elog"}
